time,ppg prediction,acc prediction,count
2024-08-21 12:58:17,0,"danger",1
2024-08-21 12:58:30,1,"danger",2
2024-08-21 12:58:42,1,"danger",3
2024-08-21 12:58:54,0,"danger",4
2024-08-21 12:59:06,1,"danger",5
2024-08-21 12:59:18,1,"danger",6
2024-08-21 12:59:30,0,"danger",7
2024-08-21 12:59:42,0,"danger",8
2024-08-21 12:59:54,0,"danger",9
2024-08-21 13:00:06,1,"danger",10
