time,ppg prediction,acc prediction,count
2024-08-20 19:18:31,0,"desk-work",1
2024-08-20 19:18:43,1,"desk-work",2
2024-08-20 19:18:55,0,"desk-work",3
2024-08-20 19:19:07,1,"desk-work",4
2024-08-20 19:19:19,0,"desk-work",5
2024-08-20 19:19:31,0,"desk-work",6
2024-08-20 19:19:43,0,"desk-work",7
2024-08-20 19:19:55,0,"desk-work",8
2024-08-20 19:20:07,0,"desk-work",9
2024-08-20 19:20:19,0,"desk-work",10
